PART_NO,VILLAGE,SECTION_NO,SECTION_ADDRESS
320,Bhandar,6,"Rabariyo Ki Gali ,Bhandar"
320,Bhandar,7,"Bas Stand Ki Gali ,Bhandar"
320,Bhandar,8,"Annapunra Devi Ki Gali ,Bhandar"
320,Bhandar,9,"Manchharam Chakki Valo Ki Gali ,Bhandar"
320,Bhandar,10,"Kesa Ram Tailar Ki Gali ,Bhandar"
320,Bhandar,11,"Annapunra Ki Gali ,Bhandra"
321,Bhandar,1,"Mama Ji Mandir Gali ,Bhandra"
321,Bhandar,2,"Nai Abad Basti Bas Stand ,Bhandra"
321,Bhandar,3,"Ravlo Ka Vas ,Bhandra"
321,Bhandar,4,"Viramapura Bhagal ,Bhandra"
321,Bhandar,5,"Malava Vera ,Bhandra"
321,Bhandar,6,"Khomoba Vera ,Bhandra"
321,Bhandar,7,"Kanava Vera ,Bhandra"
321,Bhandar,8,"Khaiada ,Bhandra"
321,Bhandar,9,"Kothar Station ,Bhandra"
322,Bhandar,1,"Maliyo Ka Vas ,Bhandra"
322,Bhandar,2,"Pukhaji Dukan Ki Gali ,Bhandra"
322,Bhandar,3,"Babu Ji Bhoti Ki Gali ,Bhandra"
322,Bhandar,4,"Bas Stand Gali ,Bhandra"
322,Bhandar,5,"Kamla Shankar Ji Ki Gali ,Bhandra"
322,Bhandar,6,"Mohan Dave Ki Gali ,Bhandra"
322,Bhandar,7,"Louharo Ka Vas ,Bhandra"
322,Bhandar,8,"Meghwalon Ka Vas ,Bhandra"
322,Bhandar,9,"Maliyo Ka Vas ,Bhandra"
322,Bhandar,10,"Ramesh Nai Ki Gali ,Bhandra"
322,Bhandar,11,"Davo Ki Seri ,Bhandar"
322,Bhandar,12,"Luharo Ki Seri ,Bhandar"
322,Bhandar,13,"Suaro Ka Vas ,Bhandar"
322,Bhandar,14,"Luharo Ki Gali ,Bhandar"
322,Bhandar,15,"Chhipo Ki Gali (abaruda Gali) ,Bhandar"
323,Bhandar,1,"Revashankar Ji Bohara Ki Gali ,Bhandra"
323,Bhandar,2,"Lalashankar Kamadar Ki Gali ,Bhandra"
323,Bhandar,3,"Ravlo Ka Vas Jamal Pura ,Bhandra"
323,Bhandar,4,"Himmat Ram Ji Marasa Ki Gali ,Bhandra"
323,Bhandar,5,"Ravlo Ka Vas Chouhata Ki Gali ,Bhandra"
323,Bhandar,6,"Magan Lal Bohara Chouhata Ki Gali ,Bhandra"
323,Bhandar,7,"Chouhtan Ki Lambi Seri ,Bhandar"
323,Bhandar,8,"Chouhate Ki Mukhya Gali ,Bhandra"
323,Bhandar,9,"Sutharo Ki Gali ,Bhandra"
323,Bhandar,10,"Kshemkarni ,Bhandar"
323,Bhandar,11,"Achaleshwari ,Bhandar"
323,Bhandar,12,"Chouhate Ki Mukhya Gali Bhandra ,Bhandra"
324,Chamunderi Ranawatan,1,"Shitala Chowk ,Chamunderi Ranavatan"
324,Chamunderi Ranawatan,2,"Ajad MaiDan ,Chamunderi Ranavatan"
324,Chamunderi Ranawatan,3,"Jaino Ka Vas ,Chamunderi Ranavatan"
324,Chamunderi Ranawatan,4,"Sonaro Ki Gali ,Chamunderi Ranavatan"
324,Chamunderi Ranawatan,5,"Ravlo Ka Vas ,Chamunderi Ranavatan"
324,Chamunderi Ranawatan,6,"Rajputon Ka Vas-1 ,Chamunderi Ranavatan"
324,Chamunderi Ranawatan,7,"Kumharo Ka Vas ,Chamunderi Ranavatan"
324,Chamunderi Ranawatan,8,"Rajputon Ka Vas-2 ,Chamunderi Ranavatan"
324,Chamunderi Ranawatan,9,"Naiyo Ka Vas ,Chamunderi Ranavatan"
324,Chamunderi Ranawatan,10,"Rajputon Ka Vas-3 ,Chamunderi Ranavatan"
324,Chamunderi Ranawatan,11,"Lunadada Road Rajputon Ka Vas ,Chamunderi Ranavatan"
324,Chamunderi Ranawatan,12,"Suaron Ka Vas-1 ,Chamunderi Ranavatan"
324,Chamunderi Ranawatan,13,"Nadi Wala Bas ,Chamunderi Ranavatan"
324,Chamunderi Ranawatan,14,"Modi Magari-1 ,Chamunderi Ranavatan"
325,Chamunderi Ranawatan,1,"Bhil Basti ,Chamunderi Rana"
325,Chamunderi Ranawatan,2,"Luharo Ki Gali ,Chamunderi Rana"
325,Chamunderi Ranawatan,3,"Sado Ka Vas ,Chamunderi Rana"
325,Chamunderi Ranawatan,4,"Badala Vali Gali ,Chamunderi Rana"
325,Chamunderi Ranawatan,5,"Jain Gali ,Chamunderi Rana"
325,Chamunderi Ranawatan,6,"Sutharo Ki Gali ,Chamunderi Rana"
325,Chamunderi Ranawatan,7,"Devasi Chotmy Ka Vas ,Chamunderi Rana"
325,Chamunderi Ranawatan,8,"Meno Ka Vas ,Chamunderi Rana"
325,Chamunderi Ranawatan,9,"Luharo Ka Vas ,Chamunderi Rana"
325,Chamunderi Ranawatan,10,"Devasi Chavara Ke Pas ,Chamunderi Rana"
325,Chamunderi Ranawatan,11,"Harijan Basti ,Chamunderi Rana"
325,Chamunderi Ranawatan,12,"Rebariyo Ka Vas ,Chamunderi Rana"
326,Chamunderi Ranawatan,1,"Rajputon Ka Vas-2 ,Chamunderi"
326,Chamunderi Ranawatan,2,"Nana Station ,Chamunderi"
326,Chamunderi Ranawatan,3,"Kumharo Ka Vas-1 ,Chamunderi"
326,Chamunderi Ranawatan,4,"Kumharo Ka Vas-3 ,Chamunderi"
326,Chamunderi Ranawatan,5,"Holi Chowk Ke Pas ,Chamunderi"
326,Chamunderi Ranawatan,6,"Thakur Ji Mandir Gali ,Chamunderi"
326,Chamunderi Ranawatan,7,"Holi Chowk Ke Pichhe ,Chamunderi"
326,Chamunderi Ranawatan,8,"Agarwal Rdhamashala Ke Samne ,Chamunderi"
326,Chamunderi Ranawatan,9,"Pra V Gali ,Chamunderi"
326,Chamunderi Ranawatan,10,"Rajputon Ka Vas-1 ,Chamunderi"
326,Chamunderi Ranawatan,11,"Kumharo Ka Vas-2 ,Chamunderi"
327,Chamunderi Ranawatan,1,"Velar Marg ,Chamunderi"
327,Chamunderi Ranawatan,2,"Moilo Ka Vas ,Chamunderi"
327,Chamunderi Ranawatan,3,"Hajari Chowk Rajputon Ka Vas ,Chamunderi"
327,Chamunderi Ranawatan,4,"Agarwal Dharmshala Ke Pas ,Chamunderi"
327,Chamunderi Ranawatan,5,"Purane Ramdev Mandir,Chamundari Ke Pas"
327,Chamunderi Ranawatan,6,"Hiragaro Ka Vas ,Chamunderi"
327,Chamunderi Ranawatan,7,"Velar Road ,Chamunderi"
327,Chamunderi Ranawatan,8,"Naye Ramdev Mandir Ke Pas,Chamundari"
327,Chamunderi Ranawatan,9,"Guruo Ki Gali ,Chamunderi"
327,Chamunderi Ranawatan,10,"Anopadas Ji Mandir Ki Gali ,Chamunderi Ranawatan"
327,Chamunderi Ranawatan,11,"Agarwal Dharmshala Marg ,Chamunderi"
327,Chamunderi Ranawatan,12,"Anop Swami Ki Gali ,Chamunderi"
327,Chamunderi Ranawatan,13,Chamunderi
328,Chamunderi Ranawatan,1,"Ravo Ka Vas ,Chamunderi Ranawatan"
328,Chamunderi Ranawatan,2,"Sepato Ka Vas ,Chamunderi"
328,Chamunderi Ranawatan,3,"Dholiyo Ka Vas ,Chamunderi"
328,Chamunderi Ranawatan,4,"Ra Pra V Marg ,Chamunderi"
328,Chamunderi Ranawatan,5,"Holi Chowk ,Chamunderi"
328,Chamunderi Ranawatan,6,"Suraj Mal Agarwal Ki Gali ,Chamunderi"
328,Chamunderi Ranawatan,7,"Thakur Ji Mandir Marg ,Chamunderi"
328,Chamunderi Ranawatan,8,"Maiphavato Ka Vas ,Chamunderi"
328,Chamunderi Ranawatan,9,"Musalamano Ka Vas-2 ,Chamunderi"
328,Chamunderi Ranawatan,10,"Hanuman Mandir Ke Pas ,Chamunderi"
328,Chamunderi Ranawatan,11,"Meghavalo Ka Vas ,Chamunderi"
328,Chamunderi Ranawatan,12,"Patel Kampa ,Chamunderi Rana"
329,Chamunderi Ranawatan,1,"Suaron Ka Vas-2 ,Chamunderi Ranavatan"
329,Chamunderi Ranawatan,2,"Modi Magari-2 ,Chamunderi Ranavatan"
329,Chamunderi Ranawatan,3,"Chimanapura Marg ,Chamunderi Ranavatan"
329,Chamunderi Ranawatan,4,"Gadoliya Vas ,Chamunderi Ranavatan"
329,Chamunderi Ranawatan,5,"Rajputo Ka Vas-4 ,Chamunderi Ranavatan"
329,Chamunderi Ranawatan,6,"Goushala Ke Samne ,Chamunderi Ranawatan"
329,Chamunderi Ranawatan,7,"Ram Mandir Ke Pas ,Chamunderi Rana"
329,Chamunderi Ranawatan,8,"Soasayati Ke Pas ,Chamunderi Rana"
329,Chamunderi Ranawatan,9,"Goushala Ki Gali ,Chamunderi Rana"
329,Chamunderi Ranawatan,10,"Jogiyo Ka Vas ,Chamunderi"
329,Chamunderi Ranawatan,11,"Vagariyo Ka Vas ,Chamunderi"
329,Chamunderi Ranawatan,12,"Dr. Ambedkar Colony,Chamundari"
329,Chamunderi Ranawatan,13,"Musalamanon Ka Vas-1 ,Chamunderi"
330,Chamunderi Ranawatan,1,"Hanuman Ji Mandir Ki Gali ,Chamunderi Ranawatan"
330,Chamunderi Ranawatan,2,"Velar Road Rebariyo Ka Vas ,Chamunderi"
330,Chamunderi Ranawatan,3,"Luharo Ka Vas ,Chamunderi"
330,Chamunderi Ranawatan,4,"Ravo Or Chhipo Ka Vas ,Chamunderi"
330,Chamunderi Ranawatan,5,"Sunaro Ka Vas ,Chamunderi"
330,Chamunderi Ranawatan,6,"Ravo Ka Vas ,Chamunderi"
330,Chamunderi Ranawatan,7,"Jaino Ka Vas ,Chamunderi"
330,Chamunderi Ranawatan,8,"Kundeshvar Mahadev Mandir Ki Gali ,Chamunderi"
330,Chamunderi Ranawatan,9,"Ghachiyo Env Puriyo Ka Vas ,Chamunderi"
330,Chamunderi Ranawatan,10,"Naiyo Ka Vas ,Chamunderi"
330,Chamunderi Ranawatan,11,"Ramdev Ji Ki Gali ,Chamunderi"
330,Chamunderi Ranawatan,12,"Pariharo Ki Gali ,Chamunderi"
330,Chamunderi Ranawatan,13,"Maliyo Ka Vas ,Chamunderi"
330,Chamunderi Ranawatan,14,"Rajputon Ka Vas-3 ,Chamunderi"
331,Lundara,1,"Meeno Ka Vas ,Lundada"
331,Lundara,2,"Jogiyo Ka Vas ,Lundada"
331,Lundara,3,"Bavadi Pati ,Lundada"
331,Lundara,4,"Rabadiyo Ka Vas- 1 ,Lundada"
331,Lundara,5,"Rabadiyo Ka Vas- 2 ,Lundada"
332,Lundara,1,"Meeno Ka Vas 1 ,Lundada"
332,Lundara,2,"Rajputon Ka Vas 1 ,Lundada"
332,Lundara,3,"Bhilo Ka Vas ,Lundada"
332,Lundara,4,"Rabadiyo Ka Vas-1 ,Lundada"
332,Lundara,5,"Luharo Ka Vas ,Lundada"
332,Lundara,6,"Saragaro Ka Vas ,Lundada"
332,Lundara,7,"Kumharo Ka Vas ,Lundada"
332,Lundara,8,"Rajputon Ka Vas 2 ,Lundada"
332,Lundara,9,"Rabariyo Ka Vas-2 ,Lundada"
332,Lundara,10,"Meeno Ka Vas 2 ,Lundada"
332,Lundara,11,"Meeno Ka Vas 3 ,Lundada"
332,Lundara,12,"Meghwalon Ka Vas ,Lundada"
332,Lundara,13,"Dholiyon Ka Vas ,Lundada"
333,Chimanpura,1,"Meeno Ka Vas-1 ,Chimanapura"
333,Chimanpura,2,"Meghavalo Ka Vas-1 ,Chimanapura"
333,Chimanpura,3,"Meeno Ka Vas-2 ,Chimanapura"
333,Chimanpura,4,"Meghavalo Ka Vas-2 ,Chimanapura"
333,Chimanpura,5,"Meeno Ka Vas-3 ,Chimanapura"
333,Chimanpura,6,"Rabariyo Ka Vas ,Chimanapura"
333,Chimanpura,7,"Rajputon Ka Vas ,Chimanapura"
333,Chimanpura,8,"Dungarji Ki Bhagal ,Chimanapura"
334,Maldar,1,"Garasiyo Ka Vas , Maldar"
335,Lalpura,1,Lalpura
335,Lalpura,2,"Garasiyo Ka Vas ,Lalpura"
336,Malnu,1,"Hospital Ke Pas ,Malanu"
336,Malnu,2,"Minalata Vas ,Malanu"
336,Malnu,3,"Saragaro Ka Vas Lata ,Malanu"
336,Malnu,4,"Minavas Lata Gali ,Malanu"
336,Malnu,5,"Mamaji Bavasi Ke Pas ,Malanu"
336,Malnu,6,"Minavas Thekedarani Mohalla ,Malanu"
336,Malnu,7,"Narasinghji Ke Mandir Ke Pichhe ,Malanu"
336,Malnu,8,"Jain Mandir Ke Pas Sivera Road ,Malanu"
336,Malnu,9,"Kumharo Ka Vas Jain Mandir Ke Pas ,Malanu"
336,Malnu,10,"Rabariyo Ka Vas ,Malanu"
336,Malnu,11,"Natho Ka Mohalla Latavas ,Malanu"
336,Malnu,12,"Jain Mandir Ke Pas Kumharon Ka Vas ,Malanu"
336,Malnu,13,"Hanuman Ji Ki Bhagal ,Malanu"
337,Malnu,1,"Rabariyo Ka Vas ,Malanu"
337,Malnu,2,"Menghavalo Ka Vas ,Malanu"
337,Malnu,3,"Daiuesi Mataji Ke Pas Rabariyo Ka Vas ,Malanu"
337,Malnu,4,"1-Hanuman Bhagali Vale Rabariyo Ka Vas ,Malanu"
337,Malnu,5,"Jain Mandir Ke Pas Siveda Road ,Malanu"
337,Malnu,6,"Malanu Se Lalapura Road Par ,Malanu"
338,Malnu,1,"Saragaro K Vas ,Malanu"
338,Malnu,2,"Minavas Sonagiri Hanuman Ji Ka Rasta ,Malanu"
338,Malnu,3,"Minavasa(sutara) ,Malanu"
338,Malnu,4,"Minavas Kodaliyo Ki Gali ,Malanu"
338,Malnu,5,"Meena Sabha Bhawan Ke Pas ,Malanu"
338,Malnu,6,"Minavas Badi Mohalla ,Malanu"
338,Malnu,7,"2-Hanuman Bhagali Vale Rabariyo Ka Vas ,Malanu"
338,Malnu,8,"Hirola, Malnu"
338,Malnu,9,"Hirola, Malnu"
339,Nana,1,"Pindavadaroda(nana) ,Nana"
339,Nana,2,"Mangal Singh Ki Gali ,Nana"
339,Nana,3,"Main Bazar ,Nana"
339,Nana,4,"Rupachand Ji Ki Gali ,Nana"
339,Nana,5,"Masjid Gali ,Nana"
339,Nana,6,"Devado Ki Gali (mohalla) ,Nana"
339,Nana,7,"Ravo Ka Mohalla ,Nana"
339,Nana,8,"Kumharo Ka Vas ,Nana"
339,Nana,9,"Gavariyo Ka Mohalla ,Nana"
339,Nana,10,"Chouhan Vas ,Nana"
340,Nana,1,"Jaragaji Mandir ,Gaon Nana"
340,Nana,2,"Haveli Vali Gali ,Gaon Nana"
340,Nana,3,"Rayachandra Road Station Road ,Gaon Nana"
340,Nana,4,"Dhal Vali Gali ,Nana"
340,Nana,5,"Devado Ka Vas ,Nana"
340,Nana,6,"Chudigar Gali ,Nana"
340,Nana,7,"Chudi Ghar Gali ,Nana"
340,Nana,8,"ChhiPo Ka Mohalla ,Nana"
340,Nana,9,"Haveli Vali Gali ,Nana"
340,Nana,10,"Phateh Chand Agarwal Marg ,Nana"
340,Nana,11,"Gaav Ka Chouhata ,Nana"
341,Nana,1,"Louhar Vas ,Nana"
341,Nana,2,"Makarani Vas ,Nana"
341,Nana,3,"Station Road ,Nana"
341,Nana,4,"Badala Gali ,Nana"
341,Nana,5,"Saragaro Ka Vas ,Nana"
341,Nana,6,"Luharo Ka Va S ,Nana"
341,Nana,7,"Sitala Mata Mandir Gali ,Nana"
341,Nana,8,"Lambi Seri Bhati Bhatiyo Ka Vas ,Nana"
341,Nana,9,"Bali Pindavala Roda(theka Gali) ,Nana"
341,Nana,10,"Khatiko Ka Vas ,Nana"
342,Nana,1,"Panchayat Gali-1 ,Nana"
342,Nana,2,"Meman Vas ,Nana"
342,Nana,3,"Meman Vas Main Bazar ,Nana"
342,Nana,4,"Panchayat Gali-2 ,Nana"
342,Nana,5,"Jogiyo Ka Vas ,Nana"
342,Nana,6,"Kumharo Ka Vas ,Nana"
342,Nana,7,"Kumbhsagar Road ,Nana"
342,Nana,8,"Kumharo Ka Vas ,Nana"
342,Nana,9,"Meeno Ka Vas ,Nana"
343,Nana,1,"Goyal Vas ,Nana"
343,Nana,2,"Ghanchiyo Ka Vas ,Nana"
343,Nana,3,"Station ,Nana"
343,Nana,4,"Garh Hanumanaji Mandir ,Nana"
343,Nana,5,"Ghanchiyo Ka Vas ,Nana"
343,Nana,6,"Soni Vas ,Nana"
343,Nana,7,"Jain Gali(deravasa) ,Nana"
343,Nana,8,"Soniyo Ka Vas Jain Gali ,Nana"
343,Nana,9,"Braham Puri 1 ,Nana"
343,Nana,10,"Bahram Puri 2 ,Nana"
343,Nana,11,"Jain Vas Gali ,Nana"
343,Nana,12,"Masjid Gali ,Nana"
343,Nana,13,"Jain Gali ( Lambi Seri) ,Nana"
343,Nana,14,"Purohito Ki Gali ,Nana"
343,Nana,15,"P.W.D. Ke Pas, Hasan Bhai Ki Gali ,Nana"
344,Nana,1,"Sonlaki Vas ,Nana"
344,Nana,2,"Solankiyon Ka Vas ,Gaon Nana"
344,Nana,3,"Pani Tanki Shetra Pindavada ,Gaon Nana"
344,Nana,4,"Pinvada Road ,Gaon Nana"
344,Nana,5,"Talab Rasta Dholiyo Ka Vas,Nana"
344,Nana,6,"Moilo Ki Gali ,Nana"
344,Nana,7,"Laxman Pura,Nana"
344,Nana,8,"Nathaji Samadhi Gali ,Nana"
344,Nana,9,"Patel Kampa ,Nana"
344,Nana,10,"Kala Gada, Nana"
345,Nana,1,"Meghwalo ke vas ,Nana"
345,Nana,2,"Sutharo Ka Vas ,Nana"
345,Nana,3,"Jogiyo Ka Vas ,Nana"
345,Nana,4,"Post Office Road ,Nana"
346,Kagdara,1,"kagadada Gaon ,kagadada"
346,Kagdara,2,"Purana Jhupa ,kagadada"
346,Kagdara,3,"Naya Jhupa ,Kagadada"
346,Kagdara,4,"Garasiya Dhani ,Kagadada"
347,Amaliya,1,"Vajaphali ,Amaliya"
347,Amaliya,2,"Rajputon Ka Vas 1 ,Amaliya"
347,Amaliya,3,"Rebariyo Ka Vas 1 ,Amaliya"
347,Amaliya,4,"Harijan Ka Vas ,Amaliya"
347,Amaliya,5,"Rebariyo Ka Vas 2 ,Amaliya"
347,Amaliya,6,"Megavalo Ka Bas ,Amaliya"
347,Amaliya,7,"Meeno Ka Vas ,Amaliya"
347,Amaliya,8,"Kumharo Ka Vas ,Amaliya"
348,Amaliya,1,"Rajputon Ka Vas 2 ,Amaliya"
348,Amaliya,2,"Rebariyo Ka Vas 3 ,Amaliya"
348,Amaliya,3,"Laxmanpura jod, Amaliya"
349,Thandiberi,1,"Vajaphali ,Thandiberi"
349,Thandiberi,2,"Anua ,Thandiberi"
349,Thandiberi,3,"Relaphali ,Thandiberi"
349,Thandiberi,4,"Shishavada ,Thandiberi"
349,Thandiberi,5,"Ghatiphali ,Thandiberi"
350,Thandiberi,1,"Botharaphali ,Thandiberi"
350,Thandiberi,2,"School Phali ,Thandiberi"
351,Koyalwav,1,"Pol School ,Koyalwav"
351,Koyalwav,2,"Pol Phali ,Koyalwav"
351,Koyalwav,3,"Upala Dhar ,Koyalwav"
351,Koyalwav,4,"Bakari Vali Selato Ki Phali ,Koyalwav"
351,Koyalwav,5,"selato Ki Phali ,Koyalwav"
351,Koyalwav,6,"Siramivala ,Koyalwav"
351,Koyalwav,7,"Panchayat Ke Pas ,Koyalwav"
351,Koyalwav,8,"Gokiya Bhata ,Koyalwav"
351,Koyalwav,9,"Basiyo Ki Phali ,Koyalwav"
352,Koyalwav,1,"Chakki Ke Pas ,Koyalwav"
352,Koyalwav,2,"Pariyo Ki Fali ,Koyalwav"
352,Koyalwav,3,"Bhagal Khuna ,Koyalwav"
352,Koyalwav,4,"Bhuri Ghati ,Koyalwav"
353,Koyalwav,1,"Patariya Ki Dhani ,Koyalwav"
353,Koyalwav,2,"Talaba-phali ,Koyalwav"
353,Koyalwav,3,"Chaliyo Ki Bhagal ,Koyalwav"
353,Koyalwav,4,"Kuraka Phali ,Koyalwav"
353,Koyalwav,5,"Kuraka Goiri ,Koyalwav"
354,Koyalwav,1,"Goda Nadi ,Koyalwav"
354,Koyalwav,2,"Sigata Bhata Khuna ,Koyalwav"
354,Koyalwav,3,"Hiravat Phali ,Koyalwav"
354,Koyalwav,4,"Chigata Bhata Kharari ,Koyalwav"
354,Koyalwav,5,"Chouhato Ka Vas ,Koyalwav"
355,Nadiya,1,"Dharoiya,Nadiya"
355,Nadiya,2,Nadiya
355,Nadiya,3,"Luni Ki Phali ,Nadiya"
356,Nadiya,1,"Otavato Ki Phali ,Nadiya"
356,Nadiya,2,"Khadra Ki Phali ,Nadiya"
356,Nadiya,3,"Putharivali Selato Ki Phali ,Nadiya"
357,Bhimana,1,"Lakhavato Ki Phali ,Bhimana"
357,Bhimana,2,"Ubari Pani ,Bhimana"
358,Bhimana,1,"Ratelaphali ,Bhimana"
358,Bhimana,2,"Patali Vali ,Bhimana"
358,Bhimana,3,"Hiravato Ki Phali ,Bhimana"
358,Bhimana,4,"Bhimana Chouraya, Bhimana"
358,Bhimana,5,"Dak Bangala Ke Pas ,Bhimana"
358,Bhimana,6,"Dang Phali Hiravat ,Bhimana"
358,Bhimana,7,"Mavari Wala ,Bhimana"
358,Bhimana,8,"Sosaiti Ke Pas ,Bhimana"
358,Bhimana,9,"Barajor Phali (suravata) ,Bhimana"
358,Bhimana,10,"Varala Vali Phali ,Bhimana"
358,Bhimana,11,"Barajor Phali 11 ,Bhimana"
358,Bhimana,12,Pipaliya Phali Bhimana
358,Bhimana,13,"Diyalavato Ki Phali ,Bhimana"
359,Urana,1,"Samati Phali ,Urana"
359,Urana,2,"Urana Phali ,Urana"
359,Urana,3,"Sarajuri Vali ,Urana"
359,Urana,4,"Dholi Ghati ,Urana"
359,Urana,5,"Buja Ka Khanra,Urana"
360,Upla Bhimana,1,"Madiyala Phali ,Upala Bhimana"
360,Upla Bhimana,2,"Danta Ki Ghati ,Upala Bhimana"
360,Upla Bhimana,3,"Aganaghati Danta ,Upala Bhimana"
360,Upla Bhimana,4,"Danta Ki Phali ,Upala Bhimana"
360,Upla Bhimana,5,"Lakhavato Ki Phali ,Upala Bhimana"
360,Upla Bhimana,6,"Chetato Ki Phali ,Upala Bhimana"
360,Upla Bhimana,7,"Rato Thala ,Upala Bhimana"
360,Upla Bhimana,8,"Bhuri Dhepari ,Upala Bhimana"
360,Upla Bhimana,9,"Dalavato Ka Kheda ,Upala Bhimana"
360,Upla Bhimana,10,"Hiravato Ki Phali ,Upala Bhimana"
361,Outlet Upla Bhimana,1,"Manavato Ka Kheda ,Upala Bhimana"
361,Outlet Upla Bhimana,2,"Kalibor ,Upala Bhimana"
361,Outlet Upla Bhimana,3,"Chouhano Ki Phali ,Upala Bhimana"
361,Outlet Upla Bhimana,4,"Chelavato Ki Phali ,Upala Bhimana"
361,Outlet Upla Bhimana,5,"Autalet ,Upala Bhimana"
361,Outlet Upla Bhimana,6,"Kasarota ,Upala Bhimana"
361,Outlet Upla Bhimana,7,"Upalakheda ,Upala Bhimana"
361,Outlet Upla Bhimana,8,"Parala ,Upala Bhimana"
361,Outlet Upla Bhimana,9,"Kundal ,Upala Bhimana"
361,Outlet Upla Bhimana,10,"Palikheda ,Upala Bhimana"
361,Outlet Upla Bhimana,11,"Dagaphali ,Upala Bhimana"
361,Outlet Upla Bhimana,12,"Kasamaliya ,Upala Bhimana"
361,Outlet Upla Bhimana,13,"Mera Phali 1 ,Upala Bhimana"
361,Outlet Upla Bhimana,14,"Gaganvato Ki Phali 1 ,Upala Bhimana"
361,Outlet Upla Bhimana,15,"Lalaji Ki Phali ,Upala Bhimana"
361,Outlet Upla Bhimana,16,"Gaganvato Ki Phali 2 ,Upala Bhimana"
361,Outlet Upla Bhimana,17,"Mera Phali 2 ,Upala Bhimana"
362,Tani,1,"Gudira Phali ,Tani"
362,Tani,2,Tani
362,Tani,3,"Pipala ,Tani"
362,Tani,4,Ubiya Phali Tani
362,Tani,5,"Vidhalay Ke Pas,Tani"
362,Tani,6,"Golai,Tani"
362,Tani,7,"Mails Pahad,Tani"
